DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1016/j.scitotenv.2021.149892,An overview of the waste hierarchy framework for analyzing the circularity in construction and demolition waste management in Europe.,"Chunbo Zhang, Mingming Hu, Francesco Di Maio, Benjamin Sprecher, Xining Yang, Arnold Tukker",Science of the Total Environment,2022,(missing abstract),107780719,385,49,,"NUS - Xu, NUS - Xu Jinying - Transition"
10.1016/j.scitotenv.2021.149892,An overview of the waste hierarchy framework for analyzing the circularity in construction and demolition waste management in Europe.,"Chunbo Zhang, Mingming Hu, Francesco Di Maio, B. Sprecher, Xining Yang, A. Tukker",Science of the Total Environment,2021,(missing abstract),276391910,270,2,,"NUS - Xu, NUS - Xu Jinying - Transition"
10.1016/j.scs.2021.103445,An overview of machine learning applications for smart buildings,"Kari Alanne, Seppo Sierla",Sustainable cities and society,2022,(missing abstract),144945960,230,157,,"NUS - Xu, NUS - Xu Jinying - Transition"
10.1016/j.jclepro.2021.128998,"Big data analytics as a roadmap towards green innovation, competitive advantage and environmental performance","Muhammad Waqas, Xue Honggang, Naveed Ahmad, Syed Abdul Rehman Khan, Muzzafar Iqbal",Journal of Cleaner Production,2021,(missing abstract),225570722,189,84,,"NUS - Xu, NUS - Xu Jinying - Transition"
10.1016/j.jclepro.2020.121458,Research trend of the application of information technologies in construction and demolition waste management,"Clyde Zhengdao Li, Yiyu Zhao, Bing Xiao, Bo Yu, Vivian W.Y. Tam, Zhe Chen, Yingyi Ya",Journal of Cleaner Production,2020,(missing abstract),221446868,156,78,,"NUS - Xu, NUS - Xu Jinying - Transition"
10.36680/j.itcon.2021.027,Towards next generation cyber-physical systems and digital twins for construction,"Abiola Akanmu, Chimay J. Anumba, Omobolanle Ogunseiju",Journal of Information Technology in Construction,2021,"The construction industry continues to seek innovative ways to safely, timely and cost-effectively deliver construction projects. Several efforts have been made to automate construction processes but marginial success has been achieved in effectively reducing the long standing risks suffered by the industry. While industry 4.0 promises to improve project efficiency, reduce waste and improve productivity, the transition to this will depend on the successful adoption of many emerging technologies such as virtual design modeling technologies, sensing technologies, data analysis, storage and communication technologies, human-computer interaction technologies, and robotics. To accelerate innovation, digital twins and cyber-physical systems will be a necessity to advance automation and real-time control with these technologies.  While digital twin represents a digital replica of the asplanned and as-built facility, cyber physical systems involve integration of physical systems with their digital replica through sensors and actuators. Despite evidence of the efficacy of cyber-physical systems and digital twins for reducing non-fatal injuries, enhancing safety management, improving progress monitoring and enhancing performance monitoring and control of facilities, their adoption in the construction industry is still in  its infancy. This paper sheds light on the opportunities offered by cyber-physical systems and digital twins in other industry sectors and advocates for their increased deployment in the construction industry. This paper describes cyber-physical integration of emerging technologies with the physical construction or constructed facility as the next generation digital twin and cyber-physical systems. Potential scenarios of next generation cyber physical system and digital twin for improving workforce productivity, health, and safety, lifecycle management of building systems, and workforce competency are presented.",7185586,147,111,,"NUS - Xu, NUS - Xu Jinying - Transition"
10.1016/j.jclepro.2020.120749,Construction waste minimization in green building: A comparative analysis of LEED-NC 2009 certified projects in the US and China,"Bin Chi, Weisheng Lu, Meng Ye, Zhikang Bao, Xiaoling Zhang",Journal of Cleaner Production,2020,(missing abstract),6068117,143,56,,"NUS - Xu, NUS - Xu Jinying - Transition"
10.1016/j.wasman.2021.08.012,"Estimating construction waste generation in the Greater Bay Area, China using machine learning.","Weisheng Lu, Jinfeng Lou, Chris Webster, Fan Xue, Zhikang Bao, Bin Chi",Waste Management,2021,(missing abstract),183193528,132,84,,"NUS - Xu, NUS - Xu Jinying - Transition"
(missing DOI),Sustainable Cities and Society,"Franco Basso, J. Frez, Hugo Hernández, V. Leiva, Raúl Pezoa, Mauricio Varas",(missing journal),2023,"The emergence of COVID-19 pandemic is causing tremendous impact on our daily lives, including the way people interact with buildings. Leveraging the advances in machine learning and other supporting digital technologies, recent attempts have been sought to establish exciting smart building applications that facilitates better facility management and higher energy efficiency. However, relying on the historical data collected prior to the pandemic, the resulting smart building applications are not necessarily effective under the current ever- changing situation due to the drifts of data distribution. This paper investigates the bidirectional interaction between human and buildings that leads to dramatic change of building performance data distributions post- pandemic, and evaluates the applicability of typical facility management and energy management applications against these changes. According to the evaluation, this paper recommends three mitigation measures to rescue the applications and embedded machine learning algorithms from the data inconsistency issue in the post-pandemic era. Among these measures, incorporating occupancy and behavioural parameters as independent variables in machine learning algorithms is highlighted. Taking a Bayesian perspective, the value of data is exploited, historical or recent, pre- and post-pandemic, under a people-focused view.",264771960,130,133,,"NUS - Xu, NUS - Xu Jinying - Transition"
10.1016/j.jclepro.2022.131335,Circular economy in the construction industry: A review of decision support tools based on Information & Communication Technologies,"Yifei Yu, D. Yazan, Veronica Junjan, M. Iacob",Journal of Cleaner Production,2022,(missing abstract),245532377,122,112,,"NUS - Xu, NUS - Xu Jinying - Transition"
